#month,latitude(deg.),longitude(deg.),num_sample,mean_cur_dir(deg.),max_cur_dir(deg.),mean_cur_vel(knot),max_cur_vel(knot),stabilityv(%)
10,-59,-87,1,0,90,0,1,0
10,-59,-81,1,0,70,0,0.8,0
10,-59,-79,1,0,70,0,1,0
10,-59,-76,1,0,70,0,0.8,0
10,-59,-73,2,0,90,0.5,0.7,100
10,-59,-71,1,0,90,0,0.5,0
10,-59,-70,2,56,60,0.4,0.6,99
10,-58,-85,1,0,90,0,1.5,0
10,-58,-83,1,0,70,0,1,0
10,-58,-79,1,0,90,0,1.5,0
10,-58,-76,2,70,80,0.4,0.7,97
10,-58,-74,2,62,60,0.9,1.5,99
10,-58,-73,1,0,70,0,1,0
10,-58,-72,2,75,80,1,1.2,99
10,-58,-70,1,0,350,0,0.7,0
10,-58,-66,2,0,90,0.5,1,100
10,-57,-88,1,0,90,0,1,0
10,-57,-87,1,0,90,0,1,0
10,-57,-81,1,0,90,0,0.8,0
10,-57,-80,1,0,50,0,0.7,0
10,-57,-79,1,0,50,0,0.5,0
10,-57,-78,2,50,50,0.5,0.7,99
10,-57,-77,1,0,90,0,1,0
10,-57,-76,2,61,80,0.7,1.2,84
10,-57,-75,4,76,90,0.5,1,95
10,-57,-74,2,66,70,0.5,0.7,99
10,-57,-73,4,74,90,0.7,1.2,95
10,-57,-69,1,0,70,0,1,0
10,-57,-66,3,0,90,1.1,2,100
10,-57,-65,1,0,90,0,0.8,0
10,-57,-64,1,0,360,0,1.2,0
10,-57,-24,1,0,40,0,1.7,0
10,-57,-22,2,25,20,0.3,0.7,95
10,-57,-21,1,0,100,0,0.5,0
10,-57,-18,1,0,90,0,0.6,0
10,-56,-92,1,0,180,0,0.5,0
10,-56,-88,1,0,140,0,0.5,0
10,-56,-84,2,102,110,0.3,0.5,98
10,-56,-83,1,0,140,0,0.5,0
10,-56,-82,1,0,140,0,1,0
10,-56,-81,1,0,50,0,0.5,0
10,-56,-80,2,123,110,0.8,1,96
10,-56,-79,1,0,140,0,0.3,0
10,-56,-78,1,0,90,0,0.7,0
10,-56,-76,1,0,320,0,0.7,0
10,-56,-74,1,0,80,0,1.2,0
10,-56,-73,1,0,110,0,0.3,0
10,-56,-71,1,0,280,0,0.3,0
10,-56,-66,1,0,60,0,1,0
10,-56,-64,2,59,70,0.2,0.8,47
10,-56,-35,1,0,90,0,1.7,0
10,-56,-30,1,0,40,0,2.5,0
10,-56,-26,1,0,100,0,0.7,0
10,-56,-24,1,0,80,0,0.8,0
10,-56,-20,1,0,90,0,0.6,0
10,-56,-19,1,0,110,0,0.3,0
10,-56,-18,1,0,50,0,2,0
10,-56,-14,2,71,80,1.6,2.5,97
10,-56,-13,1,0,50,0,1.5,0
10,-56,-11,1,0,70,0,1.5,0
10,-56,-8,1,0,50,0,1,0
10,-56,-6,1,0,60,0,1.5,0
10,-55,-96,1,0,140,0,0.5,0
10,-55,-94,1,0,360,0,0.3,0
10,-55,-93,1,0,150,0,0.1,0
10,-55,-92,1,0,140,0,0.5,0
10,-55,-89,1,0,80,0,0.7,0
10,-55,-82,1,0,120,0,0.7,0
10,-55,-80,1,0,40,0,0.6,0
10,-55,-79,2,112,120,0.5,0.8,97
10,-55,-78,2,287,300,0.2,0.7,43
10,-55,-76,1,0,90,0,0.3,0
10,-55,-65,1,0,340,0,1.4,0
10,-55,-64,1,0,70,0,0.3,0
10,-55,-63,1,0,50,0,0.8,0
10,-55,-62,1,0,30,0,1,0
10,-55,-36,1,0,90,0,0.5,0
10,-55,-29,1,0,10,0,0.3,0
10,-55,-5,1,0,60,0,1,0
10,-55,-4,1,0,70,0,1,0
10,-54,-103,1,0,180,0,0.7,0
10,-54,-94,1,0,140,0,0.7,0
10,-54,-90,1,0,100,0,0.1,0
10,-54,-86,2,85,50,0.4,0.5,81
10,-54,-85,4,100,100,0.2,0.5,57
10,-54,-82,1,0,70,0,0.6,0
10,-54,-78,3,125,110,0.3,0.5,96
10,-54,-66,1,0,270,0,0.3,0
10,-54,-65,3,18,40,0.5,1,76
10,-54,-64,3,356,340,0.3,0.8,86
10,-53,-160,1,0,190,0,0,0
10,-53,-107,1,0,140,0,0.5,0
10,-53,-98,1,0,140,0,0.5,0
10,-53,-93,1,0,110,0,0.3,0
10,-53,-89,1,0,180,0,0.3,0
10,-53,-88,1,0,360,0,0.5,0
