   0.0000   0.0000   0.0000   0.0000   2.5026 -43.4509  -7.4338  17.9054  19.0646
   0.0000   0.0000   0.0000   0.0000   2.5185 -43.4229  -7.3947  17.8764  19.0396
   0.0000   0.0000   0.0000   0.0000   2.5344 -43.3949  -7.3556  17.8473  19.0146
   0.0000   0.0000   0.0000   0.0000   2.5503 -43.3669  -7.3165  17.8182  18.9896
   0.0000   0.0000   0.0000   0.0000   2.5662 -43.3388  -7.2774  17.7892  18.9645
   0.0000   0.0000   0.0000   0.0000   2.5821 -43.3108  -7.2383  17.7601  18.9395
   0.0000   0.0000   0.0000   0.0000   2.5980 -43.2828  -7.1992  17.7311  18.9145
   0.0000   0.0000   0.0000   0.0000   2.6139 -43.2548  -7.1601  17.7020  18.8895
   0.0000   0.0000   0.0000   0.0000   2.6298 -43.2267  -7.1210  17.6730  18.8645
   0.0000   0.0000   0.0000   0.0000   2.6458 -43.1987  -7.0819  17.6439  18.8395
   0.0000   0.0000   0.0000   0.0000   2.6617 -43.1707  -7.0428  17.6148  18.8145
   0.0000   0.0000   0.0000   0.0000   2.6776 -43.1427  -7.0036  17.5858  18.7895
   0.0000   0.0000   0.0000   0.0000   2.6935 -43.1146  -6.9645  17.5567  18.7645
   0.0000   0.0000   0.0000   0.0000   2.7093 -43.0851  -6.9246  17.5262  18.7386
   0.0000   0.0000   0.0000   0.0000   2.7237 -43.0528  -6.8830  17.4924  18.7141
   0.0000   0.0000   0.0000   0.0000   2.7348 -43.0195  -6.8415  17.4589  18.6903
   0.0000   0.0000   0.0000   0.0000   2.7423 -42.9846  -6.8015  17.4252  18.6684
   0.0000   0.0000   0.0000   0.0000   2.7483 -42.9455  -6.7646  17.3911  18.6478
   0.0000   0.0000   0.0000   0.0000   2.7523 -42.8910  -6.7413  17.3561  18.6283
   0.0000   0.0000   0.0000   0.0000   2.7524 -42.8270  -6.7252  17.3203  18.6079
   0.0000   0.0000   0.0000   0.0000   2.7443 -42.7508  -6.7183  17.2834  18.5864
   0.0000   0.0000   0.0000   0.0000   2.7248 -42.6672  -6.7136  17.2431  18.5628
