   0.0000   0.0000   0.0000   0.0000   3.9406 -44.6344  -6.6847  18.0592  19.1462
   0.0000   0.0000   0.0000   0.0000   3.8782 -44.5371  -6.6863  18.0180  19.1195
   0.0000   0.0000   0.0000   0.0000   3.8157 -44.4397  -6.6879  17.9768  19.0928
   0.0000   0.0000   0.0000   0.0000   3.7533 -44.3424  -6.6895  17.9356  19.0661
   0.0000   0.0000   0.0000   0.0000   3.6909 -44.2451  -6.6911  17.8943  19.0394
   0.0000   0.0000   0.0000   0.0000   3.6285 -44.1477  -6.6927  17.8531  19.0127
   0.0000   0.0000   0.0000   0.0000   3.5661 -44.0504  -6.6943  17.8119  18.9860
   0.0000   0.0000   0.0000   0.0000   3.5036 -43.9530  -6.6959  17.7707  18.9593
   0.0000   0.0000   0.0000   0.0000   3.4412 -43.8557  -6.6975  17.7295  18.9327
   0.0000   0.0000   0.0000   0.0000   3.3788 -43.7583  -6.6991  17.6882  18.9060
   0.0000   0.0000   0.0000   0.0000   3.3164 -43.6610  -6.7007  17.6470  18.8793
   0.0000   0.0000   0.0000   0.0000   3.2539 -43.5636  -6.7023  17.6058  18.8526
   0.0000   0.0000   0.0000   0.0000   3.1915 -43.4663  -6.7039  17.5646  18.8259
   0.0000   0.0000   0.0000   0.0000   3.1291 -43.3689  -6.7055  17.5234  18.7992
   0.0000   0.0000   0.0000   0.0000   3.0667 -43.2716  -6.7071  17.4822  18.7725
   0.0000   0.0000   0.0000   0.0000   3.0043 -43.1743  -6.7087  17.4409  18.7458
   0.0000   0.0000   0.0000   0.0000   2.9418 -43.0769  -6.7103  17.3997  18.7191
   0.0000   0.0000   0.0000   0.0000   2.8794 -42.9796  -6.7119  17.3585  18.6925
   0.0000   0.0000   0.0000   0.0000   2.8170 -42.8822  -6.7135  17.3173  18.6658
   0.0000   0.0000   0.0000   0.0000   2.7546 -42.7849  -6.7151  17.2761  18.6391
   0.0000   0.0000   0.0000   0.0000   2.6922 -42.6875  -6.7167  17.2348  18.6124
   0.0000   0.0000   0.0000   0.0000   2.6297 -42.5902  -6.7184  17.1936  18.5857
   0.0000   0.0000   0.0000   0.0000   2.5673 -42.4928  -6.7200  17.1524  18.5590
   0.0000   0.0000   0.0000   0.0000   2.5049 -42.3955  -6.7216  17.1112  18.5323
   0.0000   0.0000   0.0000   0.0000   2.4425 -42.2982  -6.7232  17.0700  18.5056
   0.0000   0.0000   0.0000   0.0000   2.3801 -42.2008  -6.7248  17.0287  18.4790
   0.0000   0.0000   0.0000   0.0000   2.3116 -42.0940  -6.7255  16.9791  18.4505
   0.0000   0.0000   0.0000   0.0000   2.2352 -41.9736  -6.7209  16.9093  18.4211
   0.0000   0.0000   0.0000   0.0000   2.1542 -41.8481  -6.6775  16.7931  18.3903
   0.0000   0.0000   0.0000   0.0000   2.0718 -41.7163  -6.6011  16.6390  18.3572
   0.0000   0.0000   0.0000   0.0000   1.9887 -41.5789  -6.5141  16.4713  18.3321
   0.0000   0.0000   0.0000   0.0000   1.9077 -41.4397  -6.4276  16.3062  18.3055
   0.0000   0.0000   0.0000   0.0000   1.8314 -41.2988  -6.3425  16.1455  18.2735
   0.0000   0.0000   0.0000   0.0000   1.7615 -41.1597  -6.2577  15.9900  18.2334
   0.0000   0.0000   0.0000   0.0000   1.6945 -41.0149  -6.1736  15.8369  18.1835
   0.0000   0.0000   0.0000   0.0000   1.6300 -40.8659  -6.0902  15.6855  18.1273
   0.0000   0.0000   0.0000   0.0000   1.5680 -40.7124  -6.0123  15.5386  18.0668
   0.0000   0.0000   0.0000   0.0000   1.5087 -40.5583  -5.9383  15.3984  18.0010
   0.0000   0.0000   0.0000   0.0000   1.4504 -40.4034  -5.8657  15.2623  17.9342
   0.0000   0.0000   0.0000   0.0000   1.3925 -40.2470  -5.7939  15.1264  17.8679
   0.0000   0.0000   0.0000   0.0000   1.3376 -40.0888  -5.7211  14.9880  17.8029
   0.0000   0.0000   0.0000   0.0000   1.2878 -39.9331  -5.6506  14.8508  17.7371
   0.0000   0.0000   0.0000   0.0000   1.2428 -39.7764  -5.5839  14.7149  17.6704
   0.0000   0.0000   0.0000   0.0000   1.2097 -39.6272  -5.5220  14.5794  17.6032
   0.0000   0.0000   0.0000   0.0000   1.1911 -39.4891  -5.4634  14.4462  17.5345
   0.0000   0.0000   0.0000   0.0000   1.1721 -39.3438  -5.4112  14.3131  17.4663
   0.0000   0.0000   0.0000   0.0000   1.1528 -39.1947  -5.3604  14.1801  17.3964
   0.0000   0.0000   0.0000   0.0000   1.1356 -39.0473  -5.3072  14.0534  17.3181
   0.0000   0.0000   0.0000   0.0000   1.1205 -38.9005  -5.2522  13.9270  17.2376
   0.0000   0.0000   0.0000   0.0000   1.1046 -38.7478  -5.1965  13.8005  17.1519
   0.0000   0.0000   0.0000   0.0000   1.0882 -38.5937  -5.1373  13.6751  17.0688
   0.0000   0.0000   0.0000   0.0000   1.0711 -38.4386  -5.0768  13.5506  16.9873
   0.0000   0.0000   0.0000   0.0000   1.0541 -38.2820  -5.0156  13.4295  16.9132
   0.0000   0.0000   0.0000   0.0000   1.0368 -38.1219  -4.9566  13.3099  16.8444
   0.0000   0.0000   0.0000   0.0000   1.0196 -37.9572  -4.9018  13.1915  16.7805
   0.0000   0.0000   0.0000   0.0000   1.0026 -37.7915  -4.8472  13.0729  16.7187
   0.0000   0.0000   0.0000   0.0000   0.9861 -37.6246  -4.7905  12.9516  16.6567
   0.0000   0.0000   0.0000   0.0000   0.9703 -37.4573  -4.7291  12.8287  16.5948
   0.0000   0.0000   0.0000   0.0000   0.9546 -37.2907  -4.6649  12.7042  16.5363
   0.0000   0.0000   0.0000   0.0000   0.9391 -37.1240  -4.5988  12.5780  16.4815
