           5 ,           1
           4 ,           1
           4 ,           2
           5 ,           2
           6 ,           2
           7 ,           2
           8 ,           2
           9 ,           2
          11 ,           2
           3 ,           1
           2 ,           1
           1 ,           1
           0 ,           0
           1 ,           2
           2 ,           2
           3 ,           2
          10 ,           2
          10 ,           1
           8 ,           1
           9 ,           1
           7 ,           1
           6 ,           1
          10 ,           2
           9 ,           2
          11 ,           2
           0 ,           0
           0 ,           0
           0 ,           0
           6 ,           2
           7 ,           2
           8 ,           2
           9 ,           2
          11 ,           2
          10 ,           2
           0 ,           0
           0 ,           0
           9 ,           1
           0 ,           0
           0 ,           0
           0 ,           0
           0 ,           0
           0 ,           0
           9 ,           1
           0 ,           0
           0 ,           0
           0 ,           0
           0 ,           0
           3 ,           1
           2 ,           1
           1 ,           1
           0 ,           0
           0 ,           0
           6 ,           2
           7 ,           2
           8 ,           2
           9 ,           2
          11 ,           2
           0 ,           0
           1 ,           2
           2 ,           2
           3 ,           2
          10 ,           2
           0 ,           0
           8 ,           2
           9 ,           1
           9 ,           2
          11 ,           2
           3 ,           1
           7 ,           2
           8 ,           2
           9 ,           2
          11 ,           2
          10 ,           2
           0 ,           0
           0 ,           0
           0 ,           0
           0 ,           0
           7 ,           2
           0 ,           0
           0 ,           0
           9 ,           2
          11 ,           2
          10 ,           2
           3 ,           1
           2 ,           1
           1 ,           1
           0 ,           0
           1 ,           2
           2 ,           2
           0 ,           0
           0 ,           0
           6 ,           2
           3 ,           2
           7 ,           2
           8 ,           2
           0 ,           0
           0 ,           0
           9 ,           1
           0 ,           0
           0 ,           0
          10 ,           2
           0 ,           0
           0 ,           0
           0 ,           0
           0 ,           0
           0 ,           0
           0 ,           0
           6 ,           2
           7 ,           2
           8 ,           2
           8 ,           1
           9 ,           1
           0 ,           0
           0 ,           0
           9 ,           2
          11 ,           2
