   0.0000   0.0000   0.0000   0.0000  37.9625  22.8722 -20.0495  16.8945  35.0047
   0.0000   0.0000   0.0000   0.0000  37.8357  22.8748 -20.0493  16.9285  34.9167
   0.0000   0.0000   0.0000   0.0000  37.7089  22.8775 -20.0491  16.9625  34.8287
   0.0000   0.0000   0.0000   0.0000  37.5821  22.8801 -20.0489  16.9965  34.7406
   0.0000   0.0000   0.0000   0.0000  37.4553  22.8828 -20.0487  17.0305  34.6526
   0.0000   0.0000   0.0000   0.0000  37.3286  22.8854 -20.0484  17.0645  34.5646
   0.0000   0.0000   0.0000   0.0000  37.2018  22.8881 -20.0482  17.0985  34.4766
   0.0000   0.0000   0.0000   0.0000  37.0750  22.8908 -20.0480  17.1325  34.3886
   0.0000   0.0000   0.0000   0.0000  36.9482  22.8934 -20.0478  17.1666  34.3005
   0.0000   0.0000   0.0000   0.0000  36.8214  22.8961 -20.0476  17.2006  34.2125
   0.0000   0.0000   0.0000   0.0000  36.6946  22.8987 -20.0473  17.2346  34.1245
   0.0000   0.0000   0.0000   0.0000  36.5678  22.9014 -20.0471  17.2686  34.0365
   0.0000   0.0000   0.0000   0.0000  36.4410  22.9040 -20.0469  17.3026  33.9484
   0.0000   0.0000   0.0000   0.0000  36.3012  22.9068 -20.0465  17.3364  33.8608
   0.0000   0.0000   0.0000   0.0000  36.1532  22.9094 -20.0460  17.3701  33.7763
   0.0000   0.0000   0.0000   0.0000  35.9905  22.9119 -20.0457  17.4061  33.6936
   0.0000   0.0000   0.0000   0.0000  35.8150  22.9145 -20.0453  17.4420  33.6115
   0.0000   0.0000   0.0000   0.0000  35.6332  22.9172 -20.0462  17.4785  33.5290
   0.0000   0.0000   0.0000   0.0000  35.4493  22.9192 -20.0478  17.5159  33.4478
   0.0000   0.0000   0.0000   0.0000  35.2631  22.9216 -20.0497  17.5519  33.3710
   0.0000   0.0000   0.0000   0.0000  35.0723  22.9245 -20.0521  17.5875  33.2946
   0.0000   0.0000   0.0000   0.0000  34.8760  22.9278 -20.0542  17.6219  33.2182
   0.0000   0.0000   0.0000   0.0000  34.6767  22.9299 -20.0559  17.6554  33.1413
   0.0000   0.0000   0.0000   0.0000  34.4773  22.9308 -20.0573  17.6882  33.0647
   0.0000   0.0000   0.0000   0.0000  34.2796  22.9302 -20.0585  17.7204  32.9888
   0.0000   0.0000   0.0000   0.0000  34.0847  22.9279 -20.0573  17.7503  32.9133
   0.0000   0.0000   0.0000   0.0000  33.8844  22.9251 -20.0537  17.7773  32.8382
   0.0000   0.0000   0.0000   0.0000  33.6754  22.9232 -20.0502  17.8028  32.7631
   0.0000   0.0000   0.0000   0.0000  33.4568  22.9230 -20.0473  17.8263  32.6882
   0.0000   0.0000   0.0000   0.0000  33.2394  22.9217 -20.0429  17.8468  32.6136
   0.0000   0.0000   0.0000   0.0000  33.0179  22.9205 -20.0374  17.8651  32.5391
   0.0000   0.0000   0.0000   0.0000  32.7921  22.9209 -20.0335  17.8828  32.4647
   0.0000   0.0000   0.0000   0.0000  32.5644  22.9213 -20.0318  17.9003  32.3902
   0.0000   0.0000   0.0000   0.0000  32.3340  22.9233 -20.0320  17.9177  32.3155
   0.0000   0.0000   0.0000   0.0000  32.1004  22.9268 -20.0338  17.9359  32.2398
   0.0000   0.0000   0.0000   0.0000  31.8610  22.9311 -20.0352  17.9531  32.1637
   0.0000   0.0000   0.0000   0.0000  31.6152  22.9351 -20.0337  17.9665  32.0876
   0.0000   0.0000   0.0000   0.0000  31.3638  22.9381 -20.0291  17.9759  32.0114
   0.0000   0.0000   0.0000   0.0000  31.1091  22.9410 -20.0248  17.9844  31.9350
   0.0000   0.0000   0.0000   0.0000  30.8516  22.9449 -20.0207  17.9910  31.8587
   0.0000   0.0000   0.0000   0.0000  30.5917  22.9494 -20.0143  17.9937  31.7819
   0.0000   0.0000   0.0000   0.0000  30.3304  22.9567 -20.0082  17.9920  31.7049
   0.0000   0.0000   0.0000   0.0000  30.0668  22.9657 -20.0047  17.9895  31.6262
   0.0000   0.0000   0.0000   0.0000  29.8057  22.9716 -19.9993  17.9846  31.5466
   0.0000   0.0000   0.0000   0.0000  29.5491  22.9734 -19.9894  17.9745  31.4668
   0.0000   0.0000   0.0000   0.0000  29.2935  22.9741 -19.9750  17.9610  31.3858
   0.0000   0.0000   0.0000   0.0000  29.0385  22.9743 -19.9588  17.9452  31.3046
   0.0000   0.0000   0.0000   0.0000  28.7823  22.9772 -19.9431  17.9282  31.2227
   0.0000   0.0000   0.0000   0.0000  28.5301  22.9779 -19.9279  17.9128  31.1379
   0.0000   0.0000   0.0000   0.0000  28.2818  22.9746 -19.9131  17.8978  31.0518
   0.0000   0.0000   0.0000   0.0000  28.0325  22.9683 -19.8945  17.8793  30.9654
   0.0000   0.0000   0.0000   0.0000  27.7734  22.9606 -19.8753  17.8610  30.8779
   0.0000   0.0000   0.0000   0.0000  27.5068  22.9490 -19.8553  17.8426  30.7895
   0.0000   0.0000   0.0000   0.0000  27.2417  22.9312 -19.8352  17.8246  30.7005
   0.0000   0.0000   0.0000   0.0000  26.9795  22.9079 -19.8142  17.8056  30.6110
   0.0000   0.0000   0.0000   0.0000  26.7202  22.8820 -19.7931  17.7853  30.5215
   0.0000   0.0000   0.0000   0.0000  26.4620  22.8550 -19.7723  17.7643  30.4321
   0.0000   0.0000   0.0000   0.0000  26.2065  22.8252 -19.7502  17.7416  30.3426
   0.0000   0.0000   0.0000   0.0000  25.9515  22.7947 -19.7235  17.7140  30.2529
   0.0000   0.0000   0.0000   0.0000  25.6952  22.7632 -19.6956  17.6858  30.1628
   0.0000   0.0000   0.0000   0.0000  25.4357  22.7317 -19.6669  17.6568  30.0723
   0.0000   0.0000   0.0000   0.0000  25.1718  22.6997 -19.6380  17.6279  29.9810
   0.0000   0.0000   0.0000   0.0000  24.9029  22.6682 -19.6094  17.5994  29.8890
   0.0000   0.0000   0.0000   0.0000  24.6325  22.6359 -19.5810  17.5716  29.7962
   0.0000   0.0000   0.0000   0.0000  24.3607  22.6036 -19.5525  17.5440  29.7030
   0.0000   0.0000   0.0000   0.0000  24.0884  22.5711 -19.5233  17.5151  29.6095
   0.0000   0.0000   0.0000   0.0000  23.8175  22.5363 -19.4919  17.4846  29.5153
   0.0000   0.0000   0.0000   0.0000  23.5487  22.4991 -19.4582  17.4521  29.4203
   0.0000   0.0000   0.0000   0.0000  23.2810  22.4615 -19.4238  17.4189  29.3238
   0.0000   0.0000   0.0000   0.0000  23.0151  22.4236 -19.3900  17.3848  29.2269
   0.0000   0.0000   0.0000   0.0000  22.7518  22.3835 -19.3562  17.3499  29.1291
   0.0000   0.0000   0.0000   0.0000  22.4902  22.3410 -19.3214  17.3136  29.0309
   0.0000   0.0000   0.0000   0.0000  22.2293  22.2992 -19.2884  17.2763  28.9326
   0.0000   0.0000   0.0000   0.0000  21.9718  22.2546 -19.2559  17.2380  28.8339
   0.0000   0.0000   0.0000   0.0000  21.7136  22.2110 -19.2224  17.1979  28.7347
   0.0000   0.0000   0.0000   0.0000  21.4558  22.1665 -19.1882  17.1570  28.6355
   0.0000   0.0000   0.0000   0.0000  21.1996  22.1198 -19.1518  17.1139  28.5361
   0.0000   0.0000   0.0000   0.0000  20.9427  22.0731 -19.1102  17.0653  28.4370
   0.0000   0.0000   0.0000   0.0000  20.6852  22.0262 -19.0647  17.0123  28.3386
   0.0000   0.0000   0.0000   0.0000  20.4268  21.9797 -19.0154  16.9547  28.2402
   0.0000   0.0000   0.0000   0.0000  20.1686  21.9326 -18.9635  16.8946  28.1413
   0.0000   0.0000   0.0000   0.0000  19.9105  21.8850 -18.9104  16.8331  28.0424
   0.0000   0.0000   0.0000   0.0000  19.6525  21.8369 -18.8560  16.7704  27.9439
   0.0000   0.0000   0.0000   0.0000  19.3954  21.7873 -18.8009  16.7076  27.8453
   0.0000   0.0000   0.0000   0.0000  19.1404  21.7346 -18.7443  16.6440  27.7467
   0.0000   0.0000   0.0000   0.0000  18.8871  21.6793 -18.6865  16.5790  27.6481
   0.0000   0.0000   0.0000   0.0000  18.6353  21.6224 -18.6274  16.5131  27.5493
   0.0000   0.0000   0.0000   0.0000  18.3846  21.5654 -18.5680  16.4453  27.4507
   0.0000   0.0000   0.0000   0.0000  18.1352  21.5081 -18.5086  16.3764  27.3520
   0.0000   0.0000   0.0000   0.0000  17.8863  21.4495 -18.4468  16.3044  27.2540
   0.0000   0.0000   0.0000   0.0000  17.6370  21.3892 -18.3809  16.2294  27.1561
   0.0000   0.0000   0.0000   0.0000  17.3879  21.3280 -18.3108  16.1505  27.0585
   0.0000   0.0000   0.0000   0.0000  17.1384  21.2670 -18.2376  16.0711  26.9587
   0.0000   0.0000   0.0000   0.0000  16.8911  21.2048 -18.1618  15.9937  26.8544
   0.0000   0.0000   0.0000   0.0000  16.6446  21.1415 -18.0835  15.9166  26.7476
   0.0000   0.0000   0.0000   0.0000  16.3967  21.0776 -18.0030  15.8371  26.6410
   0.0000   0.0000   0.0000   0.0000  16.1486  21.0131 -17.9213  15.7560  26.5347
   0.0000   0.0000   0.0000   0.0000  15.9026  20.9471 -17.8402  15.6737  26.4288
   0.0000   0.0000   0.0000   0.0000  15.6595  20.8784 -17.7584  15.5904  26.3230
   0.0000   0.0000   0.0000   0.0000  15.4181  20.8082 -17.6743  15.5042  26.2172
   0.0000   0.0000   0.0000   0.0000  15.1789  20.7348 -17.5869  15.4148  26.1110
   0.0000   0.0000   0.0000   0.0000  14.9426  20.6573 -17.4988  15.3246  26.0043
   0.0000   0.0000   0.0000   0.0000  14.7078  20.5791 -17.4118  15.2357  25.8962
   0.0000   0.0000   0.0000   0.0000  14.4745  20.5004 -17.3256  15.1473  25.7868
   0.0000   0.0000   0.0000   0.0000  14.2415  20.4210 -17.2373  15.0568  25.6778
   0.0000   0.0000   0.0000   0.0000  14.0116  20.3373 -17.1474  14.9652  25.5681
   0.0000   0.0000   0.0000   0.0000  13.7871  20.2466 -17.0567  14.8734  25.4578
   0.0000   0.0000   0.0000   0.0000  13.5697  20.1479 -16.9650  14.7838  25.3447
   0.0000   0.0000   0.0000   0.0000  13.3573  20.0439 -16.8731  14.6967  25.2296
   0.0000   0.0000   0.0000   0.0000  13.1444  19.9401 -16.7800  14.6107  25.1119
   0.0000   0.0000   0.0000   0.0000  12.9341  19.8336 -16.6837  14.5237  24.9918
   0.0000   0.0000   0.0000   0.0000  12.7286  19.7211 -16.5816  14.4329  24.8697
   0.0000   0.0000   0.0000   0.0000  12.5317  19.6000 -16.4740  14.3369  24.7470
   0.0000   0.0000   0.0000   0.0000  12.3421  19.4709 -16.3624  14.2367  24.6249
   0.0000   0.0000   0.0000   0.0000  12.1564  19.3375 -16.2479  14.1335  24.5036
   0.0000   0.0000   0.0000   0.0000  11.9722  19.2023 -16.1319  14.0293  24.3830
   0.0000   0.0000   0.0000   0.0000  11.7895  19.0653 -16.0138  13.9228  24.2630
   0.0000   0.0000   0.0000   0.0000  11.6093  18.9251 -15.8935  13.8142  24.1429
   0.0000   0.0000   0.0000   0.0000  11.4338  18.7799 -15.7713  13.7045  24.0217
   0.0000   0.0000   0.0000   0.0000  11.2624  18.6307 -15.6475  13.5934  23.8997
   0.0000   0.0000   0.0000   0.0000  11.0948  18.4787 -15.5211  13.4789  23.7773
   0.0000   0.0000   0.0000   0.0000  10.9290  18.3255 -15.3927  13.3627  23.6539
   0.0000   0.0000   0.0000   0.0000  10.7653  18.1709 -15.2636  13.2466  23.5289
   0.0000   0.0000   0.0000   0.0000  10.6029  18.0160 -15.1350  13.1306  23.4026
   0.0000   0.0000   0.0000   0.0000  10.4426  17.8597 -15.0056  13.0147  23.2741
   0.0000   0.0000   0.0000   0.0000  10.2848  17.7023 -14.8750  12.8997  23.1418
   0.0000   0.0000   0.0000   0.0000  10.1280  17.5445 -14.7445  12.7869  23.0066
   0.0000   0.0000   0.0000   0.0000   9.9711  17.3869 -14.6145  12.6750  22.8704
   0.0000   0.0000   0.0000   0.0000   9.8133  17.2300 -14.4847  12.5628  22.7345
   0.0000   0.0000   0.0000   0.0000   9.6543  17.0740 -14.3537  12.4497  22.5976
