   0.0000   0.0000   0.0000   0.0000  39.0583  22.8090 -19.9830  17.0503  34.3374
   0.0000   0.0000   0.0000   0.0000  38.8570  22.8090 -19.9822  17.0767  34.2631
   0.0000   0.0000   0.0000   0.0000  38.6557  22.8091 -19.9813  17.1032  34.1888
   0.0000   0.0000   0.0000   0.0000  38.4544  22.8092 -19.9804  17.1296  34.1145
   0.0000   0.0000   0.0000   0.0000  38.2532  22.8092 -19.9796  17.1561  34.0402
   0.0000   0.0000   0.0000   0.0000  38.0519  22.8093 -19.9787  17.1825  33.9659
   0.0000   0.0000   0.0000   0.0000  37.8506  22.8094 -19.9778  17.2089  33.8916
   0.0000   0.0000   0.0000   0.0000  37.6493  22.8094 -19.9769  17.2354  33.8173
   0.0000   0.0000   0.0000   0.0000  37.4480  22.8095 -19.9761  17.2618  33.7430
   0.0000   0.0000   0.0000   0.0000  37.2467  22.8096 -19.9752  17.2883  33.6687
   0.0000   0.0000   0.0000   0.0000  37.0455  22.8096 -19.9743  17.3147  33.5944
   0.0000   0.0000   0.0000   0.0000  36.8442  22.8097 -19.9735  17.3412  33.5201
   0.0000   0.0000   0.0000   0.0000  36.6429  22.8098 -19.9726  17.3676  33.4457
   0.0000   0.0000   0.0000   0.0000  36.4416  22.8098 -19.9717  17.3940  33.3714
   0.0000   0.0000   0.0000   0.0000  36.2403  22.8099 -19.9709  17.4205  33.2971
   0.0000   0.0000   0.0000   0.0000  36.0390  22.8100 -19.9700  17.4469  33.2228
   0.0000   0.0000   0.0000   0.0000  35.8378  22.8100 -19.9691  17.4734  33.1485
   0.0000   0.0000   0.0000   0.0000  35.6365  22.8101 -19.9683  17.4998  33.0742
   0.0000   0.0000   0.0000   0.0000  35.4352  22.8102 -19.9674  17.5263  32.9999
   0.0000   0.0000   0.0000   0.0000  35.2339  22.8102 -19.9665  17.5527  32.9256
   0.0000   0.0000   0.0000   0.0000  35.0326  22.8103 -19.9656  17.5791  32.8513
   0.0000   0.0000   0.0000   0.0000  34.8313  22.8104 -19.9648  17.6056  32.7770
   0.0000   0.0000   0.0000   0.0000  34.6300  22.8104 -19.9639  17.6320  32.7027
   0.0000   0.0000   0.0000   0.0000  34.4288  22.8105 -19.9630  17.6585  32.6284
   0.0000   0.0000   0.0000   0.0000  34.2275  22.8106 -19.9622  17.6849  32.5541
   0.0000   0.0000   0.0000   0.0000  34.0262  22.8107 -19.9613  17.7114  32.4798
   0.0000   0.0000   0.0000   0.0000  33.8161  22.8121 -19.9607  17.7362  32.4057
   0.0000   0.0000   0.0000   0.0000  33.5963  22.8156 -19.9610  17.7591  32.3318
   0.0000   0.0000   0.0000   0.0000  33.3749  22.8197 -19.9602  17.7796  32.2578
   0.0000   0.0000   0.0000   0.0000  33.1494  22.8240 -19.9586  17.7978  32.1836
   0.0000   0.0000   0.0000   0.0000  32.9217  22.8294 -19.9581  17.8155  32.1096
   0.0000   0.0000   0.0000   0.0000  32.6917  22.8367 -19.9595  17.8328  32.0354
   0.0000   0.0000   0.0000   0.0000  32.4605  22.8464 -19.9628  17.8502  31.9608
   0.0000   0.0000   0.0000   0.0000  32.2247  22.8589 -19.9673  17.8682  31.8852
   0.0000   0.0000   0.0000   0.0000  31.9833  22.8727 -19.9715  17.8852  31.8092
   0.0000   0.0000   0.0000   0.0000  31.7365  22.8849 -19.9718  17.8976  31.7331
   0.0000   0.0000   0.0000   0.0000  31.4842  22.8962 -19.9698  17.9067  31.6565
   0.0000   0.0000   0.0000   0.0000  31.2286  22.9073 -19.9679  17.9150  31.5789
   0.0000   0.0000   0.0000   0.0000  30.9702  22.9182 -19.9649  17.9213  31.5011
   0.0000   0.0000   0.0000   0.0000  30.7078  22.9297 -19.9593  17.9235  31.4230
   0.0000   0.0000   0.0000   0.0000  30.4421  22.9429 -19.9538  17.9220  31.3444
   0.0000   0.0000   0.0000   0.0000  30.1750  22.9566 -19.9498  17.9184  31.2658
   0.0000   0.0000   0.0000   0.0000  29.9104  22.9673 -19.9439  17.9118  31.1868
   0.0000   0.0000   0.0000   0.0000  29.6504  22.9729 -19.9330  17.8998  31.1077
   0.0000   0.0000   0.0000   0.0000  29.3933  22.9753 -19.9176  17.8831  31.0286
   0.0000   0.0000   0.0000   0.0000  29.1362  22.9774 -19.8999  17.8641  30.9493
   0.0000   0.0000   0.0000   0.0000  28.8805  22.9782 -19.8817  17.8461  30.8675
   0.0000   0.0000   0.0000   0.0000  28.6288  22.9769 -19.8652  17.8304  30.7831
   0.0000   0.0000   0.0000   0.0000  28.3812  22.9712 -19.8493  17.8151  30.6975
   0.0000   0.0000   0.0000   0.0000  28.1323  22.9633 -19.8338  17.7991  30.6117
   0.0000   0.0000   0.0000   0.0000  27.8733  22.9543 -19.8180  17.7830  30.5256
   0.0000   0.0000   0.0000   0.0000  27.6082  22.9400 -19.7977  17.7629  30.4389
   0.0000   0.0000   0.0000   0.0000  27.3452  22.9197 -19.7770  17.7423  30.3517
   0.0000   0.0000   0.0000   0.0000  27.0858  22.8935 -19.7572  17.7232  30.2637
   0.0000   0.0000   0.0000   0.0000  26.8293  22.8640 -19.7385  17.7046  30.1756
   0.0000   0.0000   0.0000   0.0000  26.5754  22.8317 -19.7200  17.6853  30.0876
   0.0000   0.0000   0.0000   0.0000  26.3233  22.7968 -19.7011  17.6647  29.9996
   0.0000   0.0000   0.0000   0.0000  26.0727  22.7602 -19.6813  17.6428  29.9113
   0.0000   0.0000   0.0000   0.0000  25.8208  22.7226 -19.6584  17.6184  29.8226
   0.0000   0.0000   0.0000   0.0000  25.5656  22.6850 -19.6313  17.5897  29.7336
   0.0000   0.0000   0.0000   0.0000  25.3053  22.6476 -19.6040  17.5617  29.6438
   0.0000   0.0000   0.0000   0.0000  25.0398  22.6116 -19.5775  17.5348  29.5534
   0.0000   0.0000   0.0000   0.0000  24.7712  22.5759 -19.5501  17.5084  29.4621
   0.0000   0.0000   0.0000   0.0000  24.5012  22.5400 -19.5212  17.4808  29.3704
   0.0000   0.0000   0.0000   0.0000  24.2306  22.5040 -19.4914  17.4520  29.2784
   0.0000   0.0000   0.0000   0.0000  23.9606  22.4671 -19.4603  17.4217  29.1857
   0.0000   0.0000   0.0000   0.0000  23.6916  22.4299 -19.4277  17.3898  29.0914
